ICAO,ultimo_parado,despegue,tiempo_espera,aircraft_type,fecha_despegue,hora_despegue
345215,2024-12-02 05:55:16.252,2024-12-02 05:55:49.667,33.415,High vortex aircraft,2024-12-02,5
345215,2024-12-02 09:46:41.447,2024-12-02 09:47:10.200,28.753,High vortex aircraft,2024-12-02,9
345215,2024-12-02 14:40:34.381,2024-12-02 14:40:59.587,25.206,High vortex aircraft,2024-12-02,14
345215,2024-12-03 06:34:24.639,2024-12-03 06:34:46.537,21.898,High vortex aircraft,2024-12-03,6
345215,2024-12-03 13:59:35.073,2024-12-03 14:00:05.289,30.216,High vortex aircraft,2024-12-03,14
345215,2024-12-03 17:53:55.776,2024-12-03 18:09:43.318,947.542,High vortex aircraft,2024-12-03,18
345215,2024-12-04 06:09:17.285,2024-12-04 06:29:11.776,1194.491,High vortex aircraft,2024-12-04,6
345215,2024-12-04 14:35:48.450,2024-12-04 14:36:13.082,24.632,High vortex aircraft,2024-12-04,14
345215,2024-12-05 06:05:57.501,2024-12-05 06:17:21.561,684.06,High vortex aircraft,2024-12-05,6
345215,2024-12-05 13:51:48.170,2024-12-05 13:52:18.987,30.817,High vortex aircraft,2024-12-05,13
345215,2024-12-05 18:05:20.548,2024-12-05 18:17:39.706,739.158,High vortex aircraft,2024-12-05,18
345215,2024-12-06 14:28:56.583,2024-12-06 14:29:36.295,39.712,High vortex aircraft,2024-12-06,14
345215,2024-12-07 06:26:52.547,2024-12-07 06:27:22.375,29.828,High vortex aircraft,2024-12-07,6
345215,2024-12-07 16:25:00.765,2024-12-07 16:39:59.779,899.014,High vortex aircraft,2024-12-07,16
345215,2024-12-07 20:33:20.264,2024-12-07 20:41:32.298,492.034,High vortex aircraft,2024-12-07,20
484166,2024-12-01 05:08:43.087,2024-12-01 05:15:59.067,435.98,High vortex aircraft,2024-12-01,5
89630F,2024-12-02 20:53:15.791,2024-12-02 21:02:41.542,565.751,High vortex aircraft,2024-12-02,21
346204,2024-12-01 06:37:00.281,2024-12-01 06:37:20.981,20.7,High vortex aircraft,2024-12-01,6
346204,2024-12-01 11:23:42.308,2024-12-01 11:32:29.162,526.854,High vortex aircraft,2024-12-01,11
346204,2024-12-01 18:56:27.515,2024-12-01 19:08:33.977,726.462,High vortex aircraft,2024-12-01,19
346204,2024-12-02 11:04:24.012,2024-12-02 11:04:52.823,28.811,High vortex aircraft,2024-12-02,11
346204,2024-12-02 17:10:34.099,2024-12-02 17:18:34.476,480.377,High vortex aircraft,2024-12-02,17
346204,2024-12-03 06:51:35.717,2024-12-03 06:51:54.620,18.903,High vortex aircraft,2024-12-03,6
346204,2024-12-03 13:44:12.550,2024-12-03 13:44:34.191,21.641,High vortex aircraft,2024-12-03,13
346204,2024-12-03 19:36:11.684,2024-12-03 19:36:32.099,20.415,High vortex aircraft,2024-12-03,19
346204,2024-12-04 09:33:06.950,2024-12-04 09:33:29.379,22.429,High vortex aircraft,2024-12-04,9
346204,2024-12-04 18:50:44.753,2024-12-04 18:59:27.024,522.271,High vortex aircraft,2024-12-04,18
346204,2024-12-05 10:03:53.102,2024-12-05 10:13:14.214,561.112,High vortex aircraft,2024-12-05,10
346204,2024-12-05 19:05:41.448,2024-12-05 19:16:00.364,618.916,High vortex aircraft,2024-12-05,19
346204,2024-12-06 09:45:19.188,2024-12-06 09:54:52.921,573.733,High vortex aircraft,2024-12-06,9
346204,2024-12-06 19:05:53.788,2024-12-06 19:06:13.509,19.721,High vortex aircraft,2024-12-06,19
346204,2024-12-07 07:06:32.042,2024-12-07 07:06:55.087,23.045,High vortex aircraft,2024-12-07,7
346204,2024-12-07 13:40:45.690,2024-12-07 13:51:10.605,624.915,High vortex aircraft,2024-12-07,13
3415CF,2024-12-01 08:09:08.427,2024-12-01 08:09:35.262,26.835,High vortex aircraft,2024-12-01,8
3415CF,2024-12-01 15:06:09.239,2024-12-01 15:15:38.866,569.627,High vortex aircraft,2024-12-01,15
3415CF,2024-12-01 19:50:18.630,2024-12-02 06:47:39.820,39441.19,High vortex aircraft,2024-12-02,6
3415CF,2024-12-02 08:38:18.265,2024-12-02 08:38:50.687,32.422,High vortex aircraft,2024-12-02,8
3415CF,2024-12-02 15:05:13.467,2024-12-02 15:05:36.503,23.036,High vortex aircraft,2024-12-02,15
3415CF,2024-12-02 18:55:55.247,2024-12-02 18:56:16.055,20.808,High vortex aircraft,2024-12-02,18
3415CF,2024-12-03 07:37:04.539,2024-12-03 07:46:24.671,560.132,High vortex aircraft,2024-12-03,7
3415CF,2024-12-03 12:24:34.174,2024-12-03 12:32:28.599,474.425,Heavy (larger than 136000 kg),2024-12-03,12
3415CF,2024-12-03 16:49:23.232,2024-12-03 16:53:14.846,231.614,High vortex aircraft,2024-12-03,16
3415CF,2024-12-04 10:56:25.072,2024-12-04 10:56:46.308,21.236,High vortex aircraft,2024-12-04,10
3415CF,2024-12-04 15:53:39.824,2024-12-04 15:54:04.926,25.102,High vortex aircraft,2024-12-04,15
3415CF,2024-12-04 21:03:18.735,2024-12-04 21:09:35.653,376.918,High vortex aircraft,2024-12-04,21
3415CF,2024-12-05 08:12:22.520,2024-12-05 08:13:04.054,41.534,High vortex aircraft,2024-12-05,8
3415CF,2024-12-05 15:58:03.211,2024-12-05 15:58:38.730,35.519,High vortex aircraft,2024-12-05,15
3415CF,2024-12-06 06:48:03.300,2024-12-06 06:48:34.575,31.275,High vortex aircraft,2024-12-06,6
3415CF,2024-12-06 10:47:47.339,2024-12-06 10:48:08.928,21.589,High vortex aircraft,2024-12-06,10
3415CF,2024-12-06 16:27:50.747,2024-12-06 16:28:17.239,26.492,High vortex aircraft,2024-12-06,16
3415CF,2024-12-07 07:06:28.551,2024-12-07 07:08:33.086,124.535,High vortex aircraft,2024-12-07,7
3415CF,2024-12-07 11:48:06.724,2024-12-07 11:57:42.634,575.91,High vortex aircraft,2024-12-07,11
3415CF,2024-12-07 19:09:34.066,2024-12-07 19:21:52.806,738.74,High vortex aircraft,2024-12-07,19
346350,2024-12-06 14:38:58.943,2024-12-06 14:39:19.922,20.979,High vortex aircraft,2024-12-06,14
493289,2024-12-01 19:22:33.725,2024-12-01 19:22:52.159,18.434,High vortex aircraft,2024-12-01,19
A8B760,2024-12-06 10:20:46.273,2024-12-06 10:32:42.235,715.962,High vortex aircraft,2024-12-06,10
347658,2024-12-05 17:47:23.742,2024-12-05 17:55:40.039,496.297,High vortex aircraft,2024-12-05,17
347658,2024-12-07 07:40:25.604,2024-12-07 07:40:45.229,19.625,High vortex aircraft,2024-12-07,7
347307,2024-12-01 06:01:05.687,2024-12-01 06:01:32.676,26.989,Heavy (larger than 136000 kg),2024-12-01,6
347307,2024-12-01 09:49:21.439,2024-12-01 09:49:45.836,24.397,High vortex aircraft,2024-12-01,9
347307,2024-12-01 14:19:57.538,2024-12-01 14:20:26.013,28.475,High vortex aircraft,2024-12-01,14
347307,2024-12-01 18:38:05.332,2024-12-01 18:38:29.040,23.708,High vortex aircraft,2024-12-01,18
347307,2024-12-02 06:27:09.401,2024-12-02 06:27:40.599,31.198,High vortex aircraft,2024-12-02,6
347307,2024-12-02 14:48:45.431,2024-12-02 14:49:09.938,24.507,High vortex aircraft,2024-12-02,14
347307,2024-12-03 05:50:59.492,2024-12-03 05:51:30.709,31.217,High vortex aircraft,2024-12-03,5
347307,2024-12-03 09:35:05.065,2024-12-03 09:42:46.171,461.106,High vortex aircraft,2024-12-03,9
347307,2024-12-03 14:13:31.714,2024-12-03 14:15:09.145,97.431,High vortex aircraft,2024-12-03,14
347307,2024-12-03 18:16:37.643,2024-12-03 18:17:01.969,24.326,High vortex aircraft,2024-12-03,18
347307,2024-12-04 05:44:32.112,2024-12-04 05:44:55.484,23.372,High vortex aircraft,2024-12-04,5
347307,2024-12-04 09:49:43.229,2024-12-04 09:50:04.408,21.179,High vortex aircraft,2024-12-04,9
347307,2024-12-04 14:24:28.824,2024-12-04 14:24:51.852,23.028,High vortex aircraft,2024-12-04,14
347307,2024-12-04 18:24:35.942,2024-12-04 18:25:05.564,29.622,High vortex aircraft,2024-12-04,18
347307,2024-12-05 06:33:52.203,2024-12-05 06:34:17.475,25.272,High vortex aircraft,2024-12-05,6
347307,2024-12-05 14:26:17.460,2024-12-05 14:26:53.095,35.635,High vortex aircraft,2024-12-05,14
347307,2024-12-05 18:13:15.231,2024-12-05 18:25:50.631,755.4,Heavy (larger than 136000 kg),2024-12-05,18
347307,2024-12-06 06:27:10.057,2024-12-06 06:27:46.594,36.537,High vortex aircraft,2024-12-06,6
347307,2024-12-06 14:27:26.520,2024-12-06 14:37:12.915,586.395,High vortex aircraft,2024-12-06,14
347307,2024-12-06 18:32:30.493,2024-12-06 18:32:52.242,21.749,High vortex aircraft,2024-12-06,18
347307,2024-12-07 06:01:52.709,2024-12-07 06:02:09.659,16.95,High vortex aircraft,2024-12-07,6
347307,2024-12-07 10:08:29.592,2024-12-07 10:08:49.123,19.531,High vortex aircraft,2024-12-07,10
347307,2024-12-07 14:41:25.071,2024-12-07 14:41:47.136,22.065,High vortex aircraft,2024-12-07,14
3C5429,2024-12-04 21:11:18.306,2024-12-04 21:11:38.586,20.28,High vortex aircraft,2024-12-04,21
4BB208,2024-12-02 11:02:50.254,2024-12-02 11:19:09.152,978.898,High vortex aircraft,2024-12-02,11
4CA2C9,2024-12-04 19:47:18.711,2024-12-04 19:47:50.135,31.424,High vortex aircraft,2024-12-04,19
4D2103,2024-12-04 19:05:16.546,2024-12-04 19:05:35.939,19.393,High vortex aircraft,2024-12-04,19
3444C4,2024-12-01 11:11:53.483,2024-12-01 11:12:30.498,37.015,High vortex aircraft,2024-12-01,11
3444C4,2024-12-02 11:54:08.869,2024-12-02 11:55:46.712,97.843,High vortex aircraft,2024-12-02,11
3444C4,2024-12-03 11:43:01.038,2024-12-03 11:44:52.035,110.997,High vortex aircraft,2024-12-03,11
3444C4,2024-12-04 11:52:25.631,2024-12-04 11:52:47.460,21.829,High vortex aircraft,2024-12-04,11
3444C4,2024-12-05 11:36:20.572,2024-12-05 11:37:57.573,97.001,High vortex aircraft,2024-12-05,11
3444C4,2024-12-06 11:49:24.354,2024-12-06 11:54:41.880,317.526,High vortex aircraft,2024-12-06,11
3444C4,2024-12-07 10:46:39.933,2024-12-07 10:51:49.432,309.499,High vortex aircraft,2024-12-07,10
3C5425,2024-12-06 18:46:17.112,2024-12-06 21:10:50.152,8673.04,High vortex aircraft,2024-12-06,21
4CA855,2024-12-06 18:46:54.699,2024-12-06 18:55:43.216,528.517,High vortex aircraft,2024-12-06,18
4CA92B,2024-12-02 21:13:52.767,2024-12-02 21:14:15.988,23.221,High vortex aircraft,2024-12-02,21
4CA92B,2024-12-07 14:43:58.368,2024-12-07 14:44:23.091,24.723,High vortex aircraft,2024-12-07,14
4D24A9,2024-12-06 14:01:45.203,2024-12-06 14:02:14.972,29.769,High vortex aircraft,2024-12-06,14
8963A1,2024-12-01 17:45:30.320,2024-12-01 17:45:58.901,28.581,High vortex aircraft,2024-12-01,17
407F61,2024-12-06 20:49:34.986,2024-12-06 20:50:59.728,84.742,High vortex aircraft,2024-12-06,20
4CA264,2024-12-02 06:43:01.794,2024-12-02 06:44:14.592,72.798,High vortex aircraft,2024-12-02,6
4CA264,2024-12-02 13:18:45.097,2024-12-02 13:19:08.471,23.374,High vortex aircraft,2024-12-02,13
4CA264,2024-12-02 19:01:03.074,2024-12-02 19:02:50.179,107.105,High vortex aircraft,2024-12-02,19
4CA264,2024-12-03 16:06:11.581,2024-12-03 16:06:31.955,20.374,High vortex aircraft,2024-12-03,16
4CA264,2024-12-04 06:47:40.555,2024-12-04 07:01:43.970,843.415,High vortex aircraft,2024-12-04,7
4CA264,2024-12-04 16:03:50.599,2024-12-04 16:04:14.403,23.804,High vortex aircraft,2024-12-04,16
4CA264,2024-12-05 17:16:36.497,2024-12-05 17:28:46.095,729.598,High vortex aircraft,2024-12-05,17
4CA264,2024-12-06 05:19:16.310,2024-12-06 05:26:43.710,447.4,High vortex aircraft,2024-12-06,5
4CA264,2024-12-06 12:58:50.657,2024-12-06 12:59:14.576,23.919,High vortex aircraft,2024-12-06,12
4CA264,2024-12-06 18:37:06.603,2024-12-06 18:37:32.619,26.016,High vortex aircraft,2024-12-06,18
4CA264,2024-12-07 05:42:08.044,2024-12-07 05:44:15.322,127.278,High vortex aircraft,2024-12-07,5
4CA264,2024-12-07 12:38:29.801,2024-12-07 12:38:58.658,28.857,High vortex aircraft,2024-12-07,12
4CA264,2024-12-07 17:09:25.461,2024-12-07 17:17:15.884,470.423,High vortex aircraft,2024-12-07,17
4D02A5,2024-12-03 08:33:03.472,2024-12-03 08:33:23.490,20.018,High vortex aircraft,2024-12-03,8
344455,2024-12-01 07:00:33.742,2024-12-01 07:12:52.295,738.553,High vortex aircraft,2024-12-01,7
344455,2024-12-02 11:38:26.552,2024-12-02 11:38:51.108,24.556,High vortex aircraft,2024-12-02,11
344455,2024-12-02 15:26:50.705,2024-12-02 15:27:11.691,20.986,High vortex aircraft,2024-12-02,15
344455,2024-12-03 07:08:55.884,2024-12-03 07:16:12.457,436.573,High vortex aircraft,2024-12-03,7
344455,2024-12-03 19:39:55.729,2024-12-03 19:43:41.689,225.96,Heavy (larger than 136000 kg),2024-12-03,19
344455,2024-12-04 06:32:56.809,2024-12-04 06:38:55.078,358.269,High vortex aircraft,2024-12-04,6
344455,2024-12-04 11:54:54.697,2024-12-04 11:55:17.259,22.562,High vortex aircraft,2024-12-04,11
344455,2024-12-05 07:51:02.216,2024-12-05 08:05:54.547,892.331,High vortex aircraft,2024-12-05,8
344455,2024-12-05 16:02:46.056,2024-12-05 16:03:10.864,24.808,High vortex aircraft,2024-12-05,16
344455,2024-12-05 23:33:14.396,2024-12-05 23:33:37.664,23.268,High vortex aircraft,2024-12-05,23
344455,2024-12-06 07:47:03.821,2024-12-06 07:54:05.366,421.545,Heavy (larger than 136000 kg),2024-12-06,7
344455,2024-12-06 15:14:01.435,2024-12-06 15:25:16.300,674.865,High vortex aircraft,2024-12-06,15
344455,2024-12-07 06:40:42.748,2024-12-07 06:48:36.364,473.616,Heavy (larger than 136000 kg),2024-12-07,6
344455,2024-12-07 10:37:15.538,2024-12-07 10:37:51.595,36.057,High vortex aircraft,2024-12-07,10
344455,2024-12-07 17:55:47.456,2024-12-07 17:56:11.186,23.73,High vortex aircraft,2024-12-07,17
39C8A9,2024-12-03 18:28:35.197,2024-12-03 18:45:20.717,1005.52,High vortex aircraft,2024-12-03,18
48C1A6,2024-12-04 08:42:29.447,2024-12-04 08:58:51.059,981.612,High vortex aircraft,2024-12-04,8
48C2A1,2024-12-06 08:37:13.341,2024-12-06 08:37:40.086,26.745,High vortex aircraft,2024-12-06,8
49D2B7,2024-12-06 13:38:35.389,2024-12-06 14:00:28.767,1313.378,High vortex aircraft,2024-12-06,14
4BB46E,2024-12-03 23:14:56.008,2024-12-03 23:15:21.217,25.209,High vortex aircraft,2024-12-03,23
4BB46E,2024-12-05 10:08:40.899,2024-12-05 10:09:08.436,27.537,High vortex aircraft,2024-12-05,10
4CA2C0,2024-12-01 05:28:13.348,2024-12-01 05:28:43.020,29.672,High vortex aircraft,2024-12-01,5
4CA2C0,2024-12-01 09:33:47.237,2024-12-01 09:34:10.931,23.694,High vortex aircraft,2024-12-01,9
4CA2C0,2024-12-01 15:58:15.360,2024-12-01 16:14:50.248,994.888,High vortex aircraft,2024-12-01,16
4CA2C0,2024-12-02 06:50:44.180,2024-12-02 07:05:01.278,857.098,Heavy (larger than 136000 kg),2024-12-02,7
4CA2C0,2024-12-02 11:46:57.914,2024-12-02 11:54:25.867,447.953,High vortex aircraft,2024-12-02,11
7810B8,2024-12-01 19:41:49.618,2024-12-02 21:15:15.366,92005.748,High vortex aircraft,2024-12-02,21
7810B8,2024-12-03 00:45:43.848,2024-12-03 01:02:58.470,1034.622,Heavy (larger than 136000 kg),2024-12-03,1
7810B8,2024-12-05 21:15:43.383,2024-12-05 21:29:08.618,805.235,High vortex aircraft,2024-12-05,21
7810B8,2024-12-06 22:25:17.128,2024-12-07 00:50:03.868,8686.74,High vortex aircraft,2024-12-07,0
7816B3,2024-12-01 09:49:46.211,2024-12-01 10:10:03.517,1217.306,High vortex aircraft,2024-12-01,10
7816B3,2024-12-05 09:47:39.286,2024-12-05 10:07:59.801,1220.515,High vortex aircraft,2024-12-05,10
010263,2024-12-07 12:45:59.928,2024-12-07 13:01:17.763,917.835,High vortex aircraft,2024-12-07,13
3453CC,2024-12-01 06:13:40.032,2024-12-01 06:21:23.484,463.452,High vortex aircraft,2024-12-01,6
3453CC,2024-12-01 14:05:18.603,2024-12-01 14:05:46.746,28.143,High vortex aircraft,2024-12-01,14
3453CC,2024-12-01 18:20:29.464,2024-12-01 18:20:52.842,23.378,High vortex aircraft,2024-12-01,18
3453CC,2024-12-02 06:10:31.533,2024-12-02 06:23:06.748,755.215,High vortex aircraft,2024-12-02,6
3453CC,2024-12-02 12:31:32.196,2024-12-02 14:10:01.184,5908.988,High vortex aircraft,2024-12-02,14
3453CC,2024-12-02 18:16:07.949,2024-12-02 18:16:36.328,28.379,High vortex aircraft,2024-12-02,18
3453CC,2024-12-03 06:55:33.659,2024-12-03 06:56:25.411,51.752,Heavy (larger than 136000 kg),2024-12-03,6
3453CC,2024-12-03 14:36:05.877,2024-12-03 14:36:33.386,27.509,High vortex aircraft,2024-12-03,14
3453CC,2024-12-04 05:36:31.586,2024-12-04 05:37:01.788,30.202,High vortex aircraft,2024-12-04,5
3453CC,2024-12-04 09:32:58.504,2024-12-04 09:33:27.629,29.125,High vortex aircraft,2024-12-04,9
3453CC,2024-12-04 14:37:59.428,2024-12-04 14:38:24.879,25.451,High vortex aircraft,2024-12-04,14
3453CC,2024-12-04 19:21:34.409,2024-12-04 19:22:00.219,25.81,High vortex aircraft,2024-12-04,19
3453CC,2024-12-05 05:59:24.708,2024-12-05 05:59:45.516,20.808,Heavy (larger than 136000 kg),2024-12-05,5
3453CC,2024-12-05 09:44:03.999,2024-12-05 09:44:20.564,16.565,High vortex aircraft,2024-12-05,9
3453CC,2024-12-05 14:46:29.812,2024-12-05 14:46:56.566,26.754,High vortex aircraft,2024-12-05,14
3453CC,2024-12-06 05:48:03.947,2024-12-06 05:48:29.984,26.037,High vortex aircraft,2024-12-06,5
3453CC,2024-12-06 09:30:22.684,2024-12-06 09:41:06.414,643.73,Rotorcraft,2024-12-06,9
3453CC,2024-12-06 14:32:52.554,2024-12-06 14:33:26.141,33.587,High vortex aircraft,2024-12-06,14
3453CC,2024-12-06 18:34:45.500,2024-12-06 18:35:11.785,26.285,High vortex aircraft,2024-12-06,18
3453CC,2024-12-07 05:59:19.761,2024-12-07 05:59:37.110,17.349,High vortex aircraft,2024-12-07,5
3453CC,2024-12-07 10:05:20.669,2024-12-07 10:05:42.122,21.453,High vortex aircraft,2024-12-07,10
3453CC,2024-12-07 14:23:52.145,2024-12-07 14:24:20.663,28.518,High vortex aircraft,2024-12-07,14
48C12D,2024-12-05 08:20:25.700,2024-12-05 09:42:03.547,4897.847,High vortex aircraft,2024-12-05,9
4A08ED,2024-12-07 11:31:40.234,2024-12-07 11:45:39.786,839.552,High vortex aircraft,2024-12-07,11
AA1A16,2024-12-02 12:06:41.475,2024-12-02 12:07:04.868,23.393,High vortex aircraft,2024-12-02,12
AA1A16,2024-12-07 12:38:09.386,2024-12-07 12:41:53.610,224.224,Heavy (larger than 136000 kg),2024-12-07,12
347555,2024-12-01 06:17:38.110,2024-12-01 10:15:21.759,14263.649,High vortex aircraft,2024-12-01,10
347555,2024-12-02 14:33:35.467,2024-12-02 14:35:01.841,86.374,High vortex aircraft,2024-12-02,14
347555,2024-12-04 12:02:36.801,2024-12-04 12:02:38.128,1.327,High vortex aircraft,2024-12-04,12
347555,2024-12-04 14:24:53.896,2024-12-04 14:26:20.718,86.822,High vortex aircraft,2024-12-04,14
347555,2024-12-06 11:24:20.792,2024-12-06 11:24:44.674,23.882,High vortex aircraft,2024-12-06,11
347555,2024-12-07 14:32:47.094,2024-12-07 14:33:12.862,25.768,High vortex aircraft,2024-12-07,14
34758D,2024-12-04 10:43:04.995,2024-12-04 10:43:20.952,15.957,High vortex aircraft,2024-12-04,10
4CA75F,2024-12-01 05:02:27.057,2024-12-01 05:02:49.620,22.563,High vortex aircraft,2024-12-01,5
4CA75F,2024-12-01 14:37:07.376,2024-12-01 14:50:50.121,822.745,High vortex aircraft,2024-12-01,14
4CA75F,2024-12-02 05:20:48.880,2024-12-02 05:21:14.017,25.137,High vortex aircraft,2024-12-02,5
4D234D,2024-12-02 08:51:03.956,2024-12-02 09:09:29.655,1105.699,High vortex aircraft,2024-12-02,9
06A13D,2024-12-05 15:06:19.415,2024-12-05 15:06:47.432,28.017,High vortex aircraft,2024-12-05,15
34644E,2024-12-01 06:29:31.220,2024-12-01 06:29:54.840,23.62,High vortex aircraft,2024-12-01,6
34644E,2024-12-01 11:38:45.662,2024-12-01 11:39:09.232,23.57,High vortex aircraft,2024-12-01,11
34644E,2024-12-01 19:17:03.959,2024-12-01 19:17:23.186,19.227,High vortex aircraft,2024-12-01,19
34644E,2024-12-02 10:50:37.159,2024-12-02 10:51:02.928,25.769,High vortex aircraft,2024-12-02,10
34644E,2024-12-02 18:09:34.860,2024-12-02 18:09:54.076,19.216,High vortex aircraft,2024-12-02,18
34644E,2024-12-03 06:14:55.091,2024-12-03 06:25:31.835,636.744,High vortex aircraft,2024-12-03,6
34644E,2024-12-03 11:31:57.950,2024-12-03 11:36:37.843,279.893,High vortex aircraft,2024-12-03,11
34644E,2024-12-03 19:23:33.442,2024-12-03 19:23:55.805,22.363,High vortex aircraft,2024-12-03,19
34644E,2024-12-04 11:06:45.719,2024-12-04 11:07:59.765,74.046,Heavy (larger than 136000 kg),2024-12-04,11
34644E,2024-12-04 19:19:36.007,2024-12-04 19:25:55.187,379.18,Heavy (larger than 136000 kg),2024-12-04,19
34644E,2024-12-05 07:58:17.983,2024-12-05 07:58:38.815,20.832,High vortex aircraft,2024-12-05,7
34644E,2024-12-05 15:44:24.247,2024-12-05 15:44:49.111,24.864,High vortex aircraft,2024-12-05,15
34644E,2024-12-06 06:27:38.836,2024-12-06 06:29:00.055,81.219,High vortex aircraft,2024-12-06,6
34644E,2024-12-06 10:50:54.131,2024-12-06 10:56:28.215,334.084,High vortex aircraft,2024-12-06,10
34644E,2024-12-06 18:39:36.437,2024-12-06 18:40:00.999,24.562,High vortex aircraft,2024-12-06,18
34644E,2024-12-07 10:19:56.015,2024-12-07 10:26:46.024,410.009,High vortex aircraft,2024-12-07,10
34644E,2024-12-07 15:08:58.582,2024-12-07 15:09:22.248,23.666,High vortex aircraft,2024-12-07,15
34644E,2024-12-07 19:29:11.126,2024-12-07 19:29:42.788,31.662,High vortex aircraft,2024-12-07,19
3C6664,2024-12-05 14:23:42.980,2024-12-05 14:25:13.283,90.303,High vortex aircraft,2024-12-05,14
3C6664,2024-12-06 11:30:07.803,2024-12-06 11:30:29.528,21.725,High vortex aircraft,2024-12-06,11
4D22B8,2024-12-07 07:34:23.986,2024-12-07 07:34:41.341,17.355,High vortex aircraft,2024-12-07,7
344647,2024-12-04 00:32:18.093,2024-12-04 00:43:47.812,689.719,High vortex aircraft,2024-12-04,0
344647,2024-12-05 06:58:08.140,2024-12-05 06:58:31.132,22.992,High vortex aircraft,2024-12-05,6
34604D,2024-12-01 06:26:09.322,2024-12-01 06:37:12.007,662.685,High vortex aircraft,2024-12-01,6
34604D,2024-12-01 10:45:01.542,2024-12-01 10:45:23.587,22.045,High vortex aircraft,2024-12-01,10
34604D,2024-12-01 14:43:07.546,2024-12-01 14:43:34.414,26.868,High vortex aircraft,2024-12-01,14
34604D,2024-12-01 18:28:07.690,2024-12-01 18:28:42.501,34.811,High vortex aircraft,2024-12-01,18
34604D,2024-12-02 06:50:33.937,2024-12-02 06:52:04.766,90.829,High vortex aircraft,2024-12-02,6
34604D,2024-12-02 14:32:53.839,2024-12-02 14:34:22.594,88.755,High vortex aircraft,2024-12-02,14
34604D,2024-12-02 20:49:34.285,2024-12-02 20:59:17.278,582.993,High vortex aircraft,2024-12-02,20
34604D,2024-12-03 11:56:56.406,2024-12-03 11:57:21.948,25.542,High vortex aircraft,2024-12-03,11
34604D,2024-12-04 06:22:35.339,2024-12-04 06:23:02.734,27.395,High vortex aircraft,2024-12-04,6
34604D,2024-12-04 14:32:41.776,2024-12-04 14:33:05.483,23.707,High vortex aircraft,2024-12-04,14
34604D,2024-12-05 06:49:38.553,2024-12-05 06:51:10.751,92.198,High vortex aircraft,2024-12-05,6
34604D,2024-12-05 14:54:35.196,2024-12-05 14:55:12.145,36.949,High vortex aircraft,2024-12-05,14
34604D,2024-12-06 06:31:11.852,2024-12-06 06:32:52.079,100.227,High vortex aircraft,2024-12-06,6
34604D,2024-12-06 14:07:17.988,2024-12-06 14:15:04.407,466.419,Heavy (larger than 136000 kg),2024-12-06,14
34604D,2024-12-07 07:37:33.913,2024-12-07 07:37:58.650,24.737,High vortex aircraft,2024-12-07,7
34604D,2024-12-07 12:39:42.231,2024-12-07 12:40:18.229,35.998,High vortex aircraft,2024-12-07,12
34604D,2024-12-07 16:23:24.305,2024-12-07 16:23:45.976,21.671,High vortex aircraft,2024-12-07,16
46B82F,2024-12-06 12:30:31.028,2024-12-06 12:32:02.870,91.842,High vortex aircraft,2024-12-06,12
4CA645,2024-12-07 06:08:44.504,2024-12-07 06:09:06.845,22.341,High vortex aircraft,2024-12-07,6
4CA645,2024-12-07 13:29:06.121,2024-12-07 13:29:35.225,29.104,High vortex aircraft,2024-12-07,13
4CA645,2024-12-07 20:17:04.328,2024-12-07 20:18:10.472,66.144,High vortex aircraft,2024-12-07,20
4CA814,2024-12-02 05:51:11.494,2024-12-02 05:51:39.849,28.355,High vortex aircraft,2024-12-02,5
4CA814,2024-12-02 11:57:44.230,2024-12-02 11:58:17.758,33.528,High vortex aircraft,2024-12-02,11
4CA814,2024-12-02 15:58:35.103,2024-12-02 15:58:59.596,24.493,High vortex aircraft,2024-12-02,15
4CA814,2024-12-03 07:26:14.881,2024-12-03 07:26:38.388,23.507,High vortex aircraft,2024-12-03,7
4CA814,2024-12-04 09:53:18.080,2024-12-04 10:13:28.361,1210.281,Rotorcraft,2024-12-04,10
4CA814,2024-12-04 17:33:47.103,2024-12-04 17:34:13.492,26.389,High vortex aircraft,2024-12-04,17
AA4195,2024-12-07 11:54:52.863,2024-12-07 11:55:23.855,30.992,High vortex aircraft,2024-12-07,11
34448D,2024-12-01 11:08:17.269,2024-12-01 11:08:37.728,20.459,High vortex aircraft,2024-12-01,11
34448D,2024-12-01 15:36:06.614,2024-12-01 15:36:29.891,23.277,High vortex aircraft,2024-12-01,15
34448D,2024-12-01 19:32:31.681,2024-12-01 19:33:04.413,32.732,High vortex aircraft,2024-12-01,19
34448D,2024-12-02 10:20:54.607,2024-12-02 10:22:00.532,65.925,High vortex aircraft,2024-12-02,10
34448D,2024-12-02 14:59:58.808,2024-12-02 15:01:29.678,90.87,High vortex aircraft,2024-12-02,15
34448D,2024-12-02 19:01:33.321,2024-12-02 19:09:33.166,479.845,High vortex aircraft,2024-12-02,19
34448D,2024-12-03 10:50:46.587,2024-12-03 10:53:38.146,171.559,Heavy (larger than 136000 kg),2024-12-03,10
34448D,2024-12-03 15:11:53.980,2024-12-03 16:37:06.618,5112.638,High vortex aircraft,2024-12-03,16
34448D,2024-12-04 05:33:45.598,2024-12-04 05:39:41.542,355.944,High vortex aircraft,2024-12-04,5
34448D,2024-12-04 12:37:15.604,2024-12-04 12:41:52.116,276.512,High vortex aircraft,2024-12-04,12
34448D,2024-12-04 19:51:23.339,2024-12-04 19:59:36.020,492.681,High vortex aircraft,2024-12-04,19
